name,description,type,constellation,size,ra,dec,mag
IC 2740,,Galaxy,Leo,0.37,11 21 17.06,+08 45 08.3,
IC 2741,,Galaxy,Leo,0.42,11 21 17.47,+09 09 08.5,
IC 2742,,Galaxy,Leo,0.34,11 21 18.73,+10 26 48.2,
IC 2743,,*,Leo,,11 21 24.99,+08 41 35.2,
IC 2744,,Galaxy,Ursa Major,1.12,11 21 42.51,+34 21 46.1,14.77
IC 2745,,Galaxy,Leo,0.62,11 21 31.76,+13 25 35.8,
IC 2746,,Galaxy,Leo,0.53,11 21 36.42,+11 44 13.5,
IC 2747,,**,Leo,,11 21 40.16,+08 48 11.7,
IC 2748,,Galaxy,Leo,0.54,11 21 44.04,+08 48 17.9,
IC 2749,,Galaxy,Leo,0.60,11 21 45.20,+08 34 29.2,
IC 2750,,Galaxy,Leo,0.43,11 21 50.79,+09 39 30.4,
IC 2751,,Galaxy,Ursa Major,0.63,11 22 07.39,+34 21 58.9,
IC 2752,,Galaxy,Leo,0.63,11 22 01.94,+14 07 28.2,
IC 2753,,Galaxy,Leo,0.32,11 21 59.71,+09 52 41.0,
IC 2754,,Galaxy,Leo,0.52,11 22 02.38,+14 08 38.6,
IC 2755,,*,Leo,,11 22 02.41,+13 47 35.2,
IC 2756,,Galaxy,Leo,0.51,11 22 00.91,+09 57 36.6,
IC 2757,,Galaxy,Leo,0.72,11 22 02.10,+08 23 37.8,
IC 2758,,Galaxy,Leo,0.65,11 22 03.33,+07 48 48.7,
IC 2759,,Galaxy,Leo,0.73,11 22 13.28,+24 19 01.8,
IC 2760,,Galaxy,Leo,0.45,11 22 12.80,+12 39 55.5,
IC 2761,,Galaxy,Leo,0.40,11 22 17.17,+14 10 39.3,
IC 2762,,Galaxy,Leo,0.92,11 22 17.92,+12 43 21.1,
IC 2763,,Galaxy,Leo,1.44,11 22 18.56,+13 03 54.2,
IC 2764,,Galaxy,Hydra,2.20,11 27 05.03,-28 58 48.8,12.26
IC 2765,,Galaxy,Leo,0.31,11 22 23.12,+14 11 56.6,
IC 2766,,Galaxy,Leo,0.53,11 22 23.06,+12 54 12.5,
IC 2767,,Galaxy,Leo,0.87,11 22 23.19,+13 04 40.1,
IC 2768,,Galaxy,Leo,0.40,11 22 23.56,+12 31 44.1,
IC 2769,,Galaxy,Leo,0.43,11 22 25.65,+14 11 45.2,
IC 2770,,Galaxy,Leo,0.39,11 22 24.76,+09 13 14.4,
IC 2771,,Galaxy,Leo,0.28,11 22 28.05,+12 31 09.0,
IC 2772,,*,Leo,,11 22 30.40,+13 35 56.9,
IC 2773,,*,Leo,,11 22 35.31,+13 34 28.3,
IC 2774,,*,Leo,,11 22 37.15,+12 30 53.8,
IC 2775,,Galaxy,Leo,0.32,11 22 39.56,+12 30 43.2,
IC 2776,,Galaxy,Leo,0.87,11 22 39.99,+13 19 49.9,
IC 2777,,Galaxy,Leo,0.79,11 22 40.55,+12 01 32.1,
IC 2778,,Other,Leo,,11 22 41.93,+12 31 34.7,
IC 2779,,Galaxy,Leo,0.30,11 22 44.51,+13 20 43.1,
IC 2780,,Galaxy,Leo,0.65,11 22 48.13,+10 08 58.4,
IC 2781,,Galaxy,Leo,0.36,11 22 50.67,+12 20 41.6,
IC 2782,,Galaxy,Leo,0.94,11 22 55.36,+13 26 28.6,
IC 2783,,Galaxy,Leo,0.70,11 22 53.63,+08 53 02.6,
IC 2784,,Galaxy,Leo,0.65,11 23 11.63,+13 07 03.8,
IC 2785,,Galaxy,Leo,0.87,11 23 15.36,+13 23 28.5,
IC 2786,,Galaxy,Leo,0.95,11 23 17.50,+13 23 31.2,
IC 2787,,Galaxy,Leo,0.80,11 23 19.08,+13 37 47.2,
IC 2788,,Galaxy,Leo,0.42,11 23 26.97,+12 41 52.9,
IC 2789,,Galaxy,Leo,0.05,11 23 32.66,+14 11 16.9,
IC 2790,,Galaxy,Leo,0.46,11 23 34.06,+09 33 19.3,
IC 2791,,Galaxy,Leo,0.57,11 23 37.62,+12 53 44.8,
IC 2792,,Galaxy,Leo,0.49,11 23 41.51,+11 24 17.4,
IC 2793,,Galaxy Pair,Leo,0.50,11 23 47.39,+09 26 59.2,
IC 2793 NED01,,Galaxy,Leo,0.35,11 23 47.28,+09 27 04.8,
IC 2793 NED02,,Galaxy,Leo,0.36,11 23 47.54,+09 26 54.4,
IC 2794,,*,Leo,,11 24 03.65,+12 47 27.5,
IC 2795,,Galaxy,Leo,0.36,11 24 04.07,+12 08 06.4,
IC 2796,,Galaxy Pair,Leo,0.60,11 24 08.35,+09 20 38.9,
IC 2796 NED01,,Galaxy,Leo,0.51,11 24 08.39,+09 20 44.6,
IC 2796 NED02,,Galaxy,Leo,0.37,11 24 08.42,+09 20 34.5,
IC 2797,,Galaxy,Leo,0.76,11 24 21.06,+11 42 21.4,
IC 2798,,Galaxy,Leo,0.77,11 24 23.99,+12 24 56.2,
IC 2799,,Galaxy,Leo,0.45,11 24 26.67,+13 50 56.8,
IC 2800,,Galaxy,Leo,0.63,11 24 27.08,+12 12 31.7,
IC 2801,,Galaxy,Leo,0.50,11 24 29.03,+10 11 01.8,
IC 2802,,Galaxy,Leo,0.28,11 24 30.36,+12 12 31.5,
IC 2803,,Galaxy,Leo,0.43,11 24 35.41,+09 51 00.1,
IC 2804,,Galaxy,Leo,0.87,11 24 55.73,+13 13 19.4,
IC 2805,,*,Leo,,11 24 59.89,+14 00 52.1,
IC 2806,,*,Leo,,11 25 15.30,+09 39 08.0,
IC 2807,,Galaxy,Leo,0.32,11 25 17.05,+11 31 48.2,
IC 2808,,*,Leo,,11 25 26.88,+09 07 55.4,
IC 2809,,*,Leo,,11 25 37.77,+08 31 34.6,
IC 2810,,Galaxy,Leo,1.03,11 25 45.05,+14 40 35.7,
IC 2811,,Galaxy,Leo,0.73,11 25 44.65,+09 10 13.9,
IC 2812,,Galaxy,Leo,0.52,11 25 55.82,+11 31 47.7,
IC 2813,,Galaxy,Leo,0.48,11 26 06.50,+11 15 20.7,
IC 2814,,Galaxy,Leo,0.40,11 26 08.51,+09 39 42.5,
IC 2815,,Galaxy,Leo,0.50,11 26 16.55,+12 48 13.8,
IC 2816,,Galaxy,Leo,0.74,11 26 18.28,+10 38 11.4,
IC 2817,,*,Leo,,11 26 18.81,+09 08 56.4,
IC 2818,,Galaxy,Leo,0.46,11 26 26.87,+12 55 15.4,
IC 2819,,Galaxy,Leo,0.59,11 26 27.44,+13 50 41.6,
IC 2820,,Galaxy,Leo,0.54,11 26 26.85,+10 14 18.5,
IC 2821,,Galaxy,Leo,0.25,11 26 34.88,+13 57 46.5,
IC 2822,,Galaxy,Leo,1.35,11 26 34.05,+11 26 24.3,
IC 2823,,Galaxy,Leo,0.89,11 26 44.67,+12 50 54.3,
IC 2824,,*,Leo,,11 27 04.87,+14 05 07.0,
IC 2825,,*,Leo,,11 27 03.56,+08 26 38.1,
IC 2826,,Galaxy,Leo,0.73,11 27 06.08,+13 14 19.4,
IC 2827,,*,Leo,,11 27 09.67,+11 30 51.8,
IC 2828,,Galaxy,Leo,1.01,11 27 10.94,+08 43 51.8,
IC 2829,,Galaxy,Leo,0.88,11 27 14.98,+10 19 20.5,
IC 2830,,Galaxy,Leo,0.50,11 27 21.58,+07 48 51.5,
IC 2831,,*,Leo,,11 27 22.61,+08 58 44.1,
IC 2832,,*,Leo,,11 27 25.12,+13 59 22.0,
IC 2833,,*,Leo,,11 27 26.11,+13 36 10.1,
IC 2834,,Galaxy,Leo,0.45,11 27 31.82,+13 34 13.2,
IC 2835,,Galaxy,Leo,0.59,11 27 31.59,+12 08 34.4,
IC 2836,,*,Leo,,11 27 37.21,+09 05 05.3,
IC 2837,,Galaxy,Leo,0.43,11 27 41.96,+10 18 47.0,
IC 2838,,Galaxy,Leo,0.22,11 27 45.24,+14 00 40.5,
IC 2839,,Galaxy,Leo,0.54,11 27 45.42,+10 49 11.1,
IC 2840,,Galaxy,Leo,0.43,11 27 47.60,+13 25 33.2,
IC 2841,,*,Leo,,11 27 48.86,+12 36 11.2,
IC 2842,,Galaxy,Leo,0.45,11 27 47.69,+09 39 07.1,
IC 2843,,Galaxy,Leo,0.73,11 27 58.09,+13 11 02.1,
IC 2844,,Galaxy,Leo,0.70,11 27 58.10,+11 27 11.8,
IC 2845,,Galaxy,Leo,0.71,11 28 00.46,+12 31 47.1,
IC 2846,,Galaxy,Leo,0.89,11 28 00.49,+11 09 29.8,
IC 2847,,Galaxy,Leo,0.17,11 28 03.39,+13 55 49.4,
IC 2848,,Galaxy,Leo,0.47,11 28 13.67,+13 01 49.7,
IC 2849,,*,Leo,,11 28 11.66,+09 05 38.4,
IC 2850,,Galaxy,Leo,0.80,11 28 12.96,+09 03 44.1,
IC 2851,,Galaxy,Leo,0.44,11 28 14.61,+11 23 39.8,
IC 2852,,Galaxy,Leo,0.49,11 28 14.05,+09 48 01.7,
IC 2853,,Galaxy,Leo,0.91,11 28 14.86,+09 08 49.3,
IC 2854,,*,Leo,,11 28 19.87,+08 58 07.4,
IC 2855,,Galaxy,Leo,0.34,11 28 24.99,+09 41 15.9,
IC 2856,,Galaxy,Crater,0.99,11 28 16.31,-12 53 26.5,
IC 2857,,Galaxy,Leo,1.79,11 28 31.04,+09 06 15.9,
IC 2858,,Galaxy,Leo,0.21,11 28 35.96,+13 39 41.4,
IC 2859,,*,Leo,,11 28 41.76,+09 06 30.6,
IC 2860,,Galaxy,Leo,0.29,11 28 44.60,+14 02 30.8,
IC 2861,,Galaxy,Ursa Major,0.83,11 28 58.97,+38 51 04.6,
IC 2862,,Galaxy,Leo,0.54,11 28 43.32,+10 07 38.2,
IC 2863,,*,Leo,,11 28 53.98,+09 05 43.1,
IC 2864,,Galaxy,Leo,0.61,11 28 59.67,+12 22 03.8,
IC 2865,,*,Leo,,11 28 59.75,+09 06 55.8,
IC 2866,,*,Leo,,11 29 00.03,+09 02 31.9,
IC 2867,,Galaxy,Leo,0.45,11 29 00.54,+09 05 21.8,
IC 2868,,*,Leo,,11 29 05.80,+09 05 39.5,
IC 2869,,*,Leo,,11 29 08.72,+09 01 02.6,
IC 2870,,Galaxy,Leo,1.05,11 29 12.42,+11 51 55.8,
IC 2871,,Galaxy,Leo,0.91,11 29 20.69,+08 36 08.5,
IC 2872,,Nebula,Centaurus,15.14,11 28 08.03,-62 59 20.2,
IC 2873,,Galaxy Pair,Leo,0.70,11 29 27.43,+13 13 05.9,
IC 2873 NED01,,Galaxy,Leo,0.42,11 29 27.47,+13 12 56.5,
IC 2873 NED02,,Galaxy,Leo,0.82,11 29 27.64,+13 13 12.4,
IC 2874,,Galaxy,Leo,0.45,11 29 27.55,+10 37 45.0,
IC 2875,,*,Leo,,11 29 34.93,+12 59 23.6,
IC 2876,,Galaxy,Leo,0.62,11 29 33.60,+09 00 58.2,
IC 2877,,Galaxy,Leo,0.58,11 29 37.74,+12 51 11.8,
IC 2878,,Galaxy,Leo,0.53,11 29 38.21,+09 58 03.3,
IC 2879,,Galaxy,Leo,0.44,11 29 44.29,+09 00 49.9,
IC 2880,,*,Leo,,11 29 53.02,+13 11 55.8,
IC 2881,,Galaxy,Leo,0.32,11 29 54.41,+12 30 40.4,
IC 2882,,*,Leo,,11 30 09.44,+11 59 20.9,
IC 2883,,Galaxy,Leo,0.33,11 30 15.79,+10 54 39.3,
IC 2884,,*Ass,Chamaeleon,,11 27 41.05,-79 44 03.8,
IC 2885,,*,Leo,,11 30 22.61,+09 46 19.4,
IC 2886,,Galaxy,Leo,0.32,11 30 24.44,+11 33 45.6,
IC 2887,NGC 3705A,Duplicate,Leo,,11 30 29.72,+09 23 16.6,
IC 2888,,Other,Leo,,11 30 35.11,+09 54 30.6,
IC 2889,,Galaxy,Crater,1.22,11 30 28.99,-13 05 27.6,
IC 2890,,*,Leo,,11 30 46.15,+13 10 54.6,
IC 2891,,Galaxy,Leo,0.46,11 30 48.14,+12 40 39.8,
IC 2892,,Galaxy,Leo,0.68,11 30 48.91,+10 35 18.8,
IC 2893,,Galaxy Pair,Leo,0.50,11 30 53.28,+13 23 27.7,
IC 2893 NED01,,Galaxy,Leo,0.06,11 30 53.21,+13 23 31.1,
IC 2893 NED02,,Galaxy,Leo,0.45,11 30 53.46,+13 23 23.7,
IC 2894,,Galaxy,Leo,0.62,11 30 57.50,+13 14 07.3,
IC 2895,,*,Leo,,11 30 57.29,+09 58 36.7,
IC 2896,,Galaxy,Leo,0.47,11 31 13.43,+12 21 00.2,
IC 2897,,*,Leo,,11 31 19.37,+11 32 56.6,
IC 2898,,Galaxy,Leo,0.48,11 31 20.41,+13 20 10.4,
IC 2899,,**,Leo,,11 31 20.37,+10 38 05.0,
IC 2900,,Galaxy,Leo,0.33,11 31 29.69,+13 10 02.3,
IC 2901,,Galaxy,Leo,0.61,11 31 32.13,+12 41 59.0,
IC 2902,,*,Leo,,11 31 33.16,+14 13 21.9,
IC 2903,,Galaxy,Leo,0.44,11 31 40.76,+12 38 33.3,
IC 2904,,*,Leo,,11 31 42.37,+13 11 02.9,
IC 2905,,*,Leo,,11 31 46.98,+09 06 25.1,
IC 2906,,*,Leo,,11 31 49.61,+13 07 58.4,
IC 2907,,*,Leo,,11 31 48.75,+09 53 58.0,
IC 2908,,*,Leo,,11 31 50.48,+12 56 16.4,
IC 2909,,Galaxy,Leo,0.24,11 31 50.89,+11 28 12.8,
IC 2910,,Galaxy,Crater,1.28,11 31 54.71,-09 43 31.3,
IC 2911,,**,Leo,,11 32 04.63,+12 58 38.5,
IC 2912,,Galaxy,Leo,0.55,11 32 07.11,+11 42 35.1,
IC 2913,,Galaxy,Hydra,1.00,11 31 51.35,-30 24 38.8,
IC 2914,,Galaxy,Leo,0.65,11 32 12.43,+13 29 32.9,
IC 2916,,*,Leo,,11 32 16.15,+11 41 01.4,
IC 2917,,Galaxy,Leo,0.26,11 32 19.33,+10 56 43.6,
IC 2918,,*,Leo,,11 32 26.23,+13 14 54.6,
IC 2919,,Galaxy,Leo,0.55,11 32 34.90,+14 11 21.2,
IC 2920,,*,Leo,,11 32 48.67,+12 33 25.6,
IC 2921,,Galaxy,Leo,0.59,11 32 49.28,+10 17 47.3,16.94
IC 2922,,*,Leo,,11 32 51.22,+12 55 22.2,
IC 2923,,Galaxy,Leo,0.41,11 32 53.55,+13 09 50.3,
IC 2924,,*,Leo,,11 32 52.19,+09 01 23.8,
IC 2925,,Galaxy,Ursa Major,0.48,11 33 13.23,+34 15 54.4,
IC 2926,,*,Leo,,11 33 04.07,+12 26 11.2,
IC 2927,,*,Leo,,11 33 04.77,+13 05 08.6,
IC 2928,,Galaxy,Ursa Major,0.90,11 33 29.96,+34 18 58.5,
IC 2929,,Galaxy,Leo,0.53,11 33 31.47,+12 08 14.4,
IC 2930,,Galaxy,Leo,0.69,11 33 44.14,+10 05 19.2,
IC 2931,,*,Leo,,11 33 50.49,+12 28 02.0,
IC 2932,,**,Leo,,11 33 53.71,+10 32 36.2,
IC 2933,,Galaxy,Ursa Major,1.18,11 34 12.75,+34 18 45.0,
IC 2934,,Galaxy,Leo,0.74,11 34 19.55,+13 19 19.2,
IC 2935,,*,Leo,,11 34 48.21,+10 15 00.5,
IC 2936,,Galaxy,Leo,0.39,11 34 56.82,+13 00 31.7,
IC 2937,,*,Leo,,11 35 03.37,+10 06 12.1,
IC 2938,,Galaxy,Leo,0.89,11 35 36.30,+13 40 50.6,
IC 2939,,*,Leo,,11 35 37.98,+10 41 49.5,
IC 2940,,Other,Leo,,11 36 02.74,+21 57 42.0,
IC 2941,,Galaxy,Leo,0.85,11 36 09.97,+10 03 20.1,
IC 2942,,Galaxy,Leo,0.66,11 36 12.21,+11 48 57.2,
IC 2943,,Galaxy,Ursa Major,0.41,11 36 42.31,+54 50 45.7,
IC 2944,,Cl+N Emission Nebula,Centaurus,7.20,11 35 46.93,-63 01 11.4,
IC 2945,,Galaxy Pair,Leo,1.00,11 37 04.29,+12 55 35.7,
IC 2945 NED01,,Galaxy,Leo,0.96,11 37 04.30,+12 55 35.2,
IC 2946,,Galaxy,Ursa Major,0.46,11 37 29.69,+32 15 08.9,
IC 2947,,Galaxy,Ursa Major,0.75,11 37 30.97,+31 21 44.4,14.21
IC 2948,,Cl+N Emission Nebula,Centaurus,6.00,11 39 05.94,-63 26 37.9,
IC 2949,,**,Centaurus,,11 40 54.35,-46 27 16.5,
IC 2950,,Galaxy,Ursa Major,0.65,11 41 37.92,+37 59 31.6,
IC 2951,,Galaxy,Leo,1.54,11 43 24.56,+19 44 59.3,13.57
IC 2952,,Galaxy,Ursa Major,0.35,11 44 17.13,+33 21 04.9,
IC 2953,NGC 3855,Duplicate,Ursa Major,,11 44 25.78,+33 21 18.3,
IC 2954,,*,Leo,,11 45 03.26,+26 47 11.4,
IC 2955,,Galaxy,Leo,0.38,11 45 03.91,+19 37 14.2,14.19
IC 2956,,Galaxy,Leo,0.94,11 45 17.56,+26 46 02.6,
IC 2957,,Galaxy,Ursa Major,0.79,11 45 36.94,+31 17 58.4,
IC 2958,,Galaxy,Ursa Major,0.71,11 45 42.32,+33 09 16.0,
IC 2959,NGC 3871,Duplicate,Ursa Major,,11 46 10.14,+33 06 31.5,
IC 2960,,Galaxy,Ursa Major,0.83,11 46 19.70,+35 00 13.5,
IC 2961,,Galaxy,Ursa Major,0.48,11 47 49.57,+31 20 41.1,
IC 2962,,Other,Crater,,11 49 05.99,-12 18 40.9,
IC 2963,NGC 3915,Duplicate,Virgo,,11 49 24.53,-05 07 06.4,
IC 2964,,Other,Leo,,11 49 52.47,+12 03 01.1,
IC 2965,NGC 3957,Duplicate,Crater,,11 54 01.51,-19 34 08.0,
IC 2966,,Reflection Nebula,Musca,3.00,11 50 13.55,-64 52 22.6,
IC 2967,,Galaxy,Ursa Major,0.85,11 50 55.13,+30 51 02.5,
IC 2968,,Galaxy,Leo,0.89,11 52 30.53,+20 37 31.7,
IC 2969,,Galaxy,Virgo,1.30,11 52 31.27,-03 52 20.1,
IC 2970,,Other,Crater,,11 53 09.75,-23 07 23.8,
IC 2971,,Galaxy,Ursa Major,0.70,11 53 27.54,+30 41 48.9,
IC 2972,NGC 3952,Duplicate,Virgo,,11 53 40.63,-03 59 47.5,
IC 2973,,Galaxy,Ursa Major,1.42,11 53 50.76,+33 21 55.8,
IC 2974,IC 2975,Galaxy,Virgo,2.19,11 53 48.73,-05 10 04.2,
IC 2975,IC 2974,Duplicate,Virgo,,11 53 48.73,-05 10 04.2,
IC 2976,NGC 3979,Duplicate,Virgo,,11 56 01.05,-02 43 15.1,
IC 2977,,Galaxy,Centaurus,2.14,11 55 14.66,-37 41 46.7,12.24
IC 2978,,Galaxy,Ursa Major,1.00,11 56 23.23,+32 02 19.4,
IC 2979,,Galaxy,Ursa Major,0.84,11 56 54.24,+32 09 31.7,
IC 2980,,Galaxy,Musca,2.04,11 57 30.16,-73 41 04.2,
IC 2981,,Galaxy,Ursa Major,0.53,11 55 42.62,+32 11 20.0,
IC 2982,NGC 4004B,Duplicate,Leo,,11 57 51.38,+27 52 07.2,
IC 2983,,Other,Virgo,,11 58 16.73,-02 06 36.2,
IC 2984,,Galaxy,Ursa Major,0.73,11 59 07.23,+30 41 49.0,
IC 2985,,Galaxy,Ursa Major,0.90,11 59 12.75,+30 43 52.4,
IC 2986,,Galaxy,Ursa Major,0.99,11 59 49.61,+30 50 39.9,
IC 2987,,Galaxy,Ursa Major,0.60,12 03 24.54,+38 48 47.9,
IC 2988,,Other,Virgo,,12 03 42.20,+03 25 45.3,
IC 2989,NGC 4139,Duplicate,Virgo,,12 04 34.03,+01 48 05.8,
IC 2990,,Galaxy,Virgo,0.73,12 04 38.60,+11 03 00.2,
IC 2991,,Galaxy,Virgo,0.67,12 05 12.51,+10 38 25.3,
IC 2992,,Galaxy,Ursa Major,0.63,12 05 15.83,+30 51 20.3,
IC 2993,,Galaxy,Ursa Major,0.35,12 05 38.33,+32 49 19.9,
IC 2994,,Galaxy,Virgo,0.47,12 05 27.87,+12 42 10.4,
IC 2995,,Galaxy,Hydra,3.37,12 05 46.91,-27 56 24.5,12.57
IC 2996,,Galaxy,Hydra,1.78,12 05 48.63,-29 58 18.9,
IC 2997,,Other,Coma Berenices,,12 05 44.47,+20 16 51.1,
IC 2998,,Other,Coma Berenices,,12 05 55.24,+20 45 12.1,
IC 2999,,Galaxy,Ursa Major,0.67,12 05 57.54,+31 20 54.6,
IC 3000,,Other,Hydra,,12 06 08.55,-29 40 24.2,
IC 3001,,Galaxy,Ursa Major,0.73,12 06 16.81,+33 31 33.1,
IC 3002,,Galaxy,Canes Venatici,0.61,12 07 04.19,+33 22 58.2,
IC 3003,,Galaxy,Coma Berenices,0.80,12 07 32.62,+32 48 46.8,
IC 3004,,Galaxy,Virgo,0.61,12 07 10.24,+13 14 51.1,
IC 3005,,Galaxy,Hydra,2.42,12 07 14.17,-30 01 28.7,
IC 3006,,Other,Virgo,,12 07 24.34,+12 59 36.2,
IC 3007,,Galaxy,Coma Berenices,0.69,12 07 30.78,+31 20 53.2,
IC 3008,,Galaxy,Coma Berenices,0.93,12 07 51.80,+13 34 38.3,
IC 3009,,Other,Virgo,,12 08 00.11,+12 38 47.3,
IC 3010,,Galaxy,Hydra,2.09,12 07 57.41,-30 20 22.1,12.22
IC 3011,NGC 4119,Duplicate,Virgo,,12 08 09.62,+10 22 44.0,
IC 3012,,Galaxy,Virgo,0.59,12 08 23.94,+11 10 35.8,
IC 3013,,Galaxy,Virgo,0.58,12 08 25.58,+10 01 00.0,
IC 3014,,Galaxy,Canes Venatici,0.82,12 08 37.00,+38 49 54.4,
IC 3015,,Galaxy,Hydra,0.72,12 09 00.28,-31 31 11.6,
IC 3016,,Galaxy,Virgo,0.49,12 09 18.54,+11 25 48.8,
IC 3017,,Galaxy,Coma Berenices,0.60,12 09 22.83,+13 37 05.4,
IC 3018,,Galaxy,Coma Berenices,0.66,12 09 24.96,+13 34 28.0,
IC 3019,,Galaxy,Coma Berenices,1.26,12 09 22.26,+13 59 32.7,
IC 3020,,Galaxy,Coma Berenices,0.36,12 09 27.22,+14 13 28.2,
IC 3021,,Galaxy,Virgo,1.29,12 09 54.57,+13 02 59.9,
IC 3022,,Galaxy,Canes Venatici,0.20,12 10 02.38,+38 44 23.9,
IC 3023,,Galaxy,Coma Berenices,1.04,12 10 01.75,+14 22 00.7,
IC 3024,,Galaxy,Virgo,0.90,12 10 11.93,+12 19 32.4,
IC 3025,,Galaxy,Virgo,0.73,12 10 23.09,+10 11 18.8,
IC 3026,,Other,Hydra,,12 10 34.30,-29 55 23.6,
IC 3027,,Other,Coma Berenices,,12 10 30.07,+14 11 36.7,
IC 3028,,Galaxy,Virgo,0.55,12 10 35.69,+11 45 38.9,
IC 3029,,Galaxy,Coma Berenices,1.26,12 10 41.86,+13 19 52.6,
IC 3030,,Other,Coma Berenices,,12 11 06.03,+14 08 36.8,
IC 3031,,Galaxy,Coma Berenices,0.61,12 11 04.18,+13 18 30.4,
IC 3032,,Galaxy,Coma Berenices,0.59,12 11 07.76,+14 16 29.3,
IC 3033,,Galaxy,Coma Berenices,1.03,12 11 09.95,+13 35 15.0,
IC 3034,,Galaxy,Coma Berenices,0.74,12 11 47.80,+14 12 04.1,
IC 3035,NGC 4165,Duplicate,Virgo,,12 12 11.80,+13 14 47.5,
IC 3036,,Galaxy,Virgo,0.88,12 12 15.11,+12 29 18.2,
IC 3037,,Galaxy,Virgo,0.48,12 12 20.48,+09 59 11.2,
IC 3038,,Galaxy,Virgo,0.41,12 12 32.61,+11 21 10.2,
IC 3039,,Galaxy,Virgo,0.91,12 12 32.57,+12 18 35.6,
IC 3040,,Galaxy,Virgo,0.77,12 12 34.53,+11 04 30.1,
IC 3041,,Galaxy,Virgo,0.62,12 12 42.66,+12 45 46.2,
IC 3042,NGC 4178,Duplicate,Virgo,,12 12 46.45,+10 51 57.5,
IC 3043,,Galaxy,Virgo,0.93,12 12 47.18,+10 00 34.8,
IC 3044,,Galaxy,Coma Berenices,1.26,12 12 48.52,+13 58 35.3,
IC 3045,,Other,Virgo,,12 12 59.67,+12 46 46.2,
IC 3046,,Galaxy,Virgo,1.34,12 13 07.87,+12 55 05.6,
IC 3047,,Galaxy,Virgo,0.58,12 13 14.63,+12 59 51.6,
IC 3048,,*,Virgo,,12 13 21.44,+13 04 08.5,
IC 3049,,Galaxy,Coma Berenices,0.90,12 13 33.70,+14 28 49.0,
IC 3050,NGC 4189,Duplicate,Coma Berenices,,12 13 47.27,+13 25 29.3,
IC 3051,NGC 4193,Duplicate,Virgo,,12 13 53.59,+13 10 22.3,
IC 3052,,Galaxy,Virgo,0.49,12 13 48.27,+12 41 26.0,
IC 3053,,Galaxy,Coma Berenices,0.56,12 13 51.93,+14 13 22.7,
IC 3054,,Galaxy,Coma Berenices,0.68,12 14 14.43,+13 32 34.6,
IC 3055,,GTrpl,Virgo,0.50,12 14 22.30,+12 05 29.0,
IC 3055 NED01,,Galaxy,Virgo,0.52,12 14 21.87,+12 05 26.0,
IC 3055 NED02,,Galaxy,Virgo,0.12,12 14 22.11,+12 05 30.8,
IC 3055 NED03,,Galaxy,Virgo,0.42,12 14 22.61,+12 05 29.9,
IC 3056,,Galaxy,Virgo,1.30,12 14 36.94,+12 48 42.7,14.84
IC 3057,,Other,Centaurus,,12 15 02.67,-44 28 22.7,
IC 3058,,Galaxy,Coma Berenices,0.54,12 14 47.45,+14 05 43.8,
IC 3059,,Galaxy,Coma Berenices,1.69,12 14 55.02,+13 27 37.9,14.27
IC 3060,,Galaxy,Virgo,0.72,12 15 02.09,+12 32 49.6,
IC 3061,,Galaxy,Coma Berenices,2.22,12 15 04.44,+14 01 44.3,13.61
IC 3062,,Galaxy,Coma Berenices,0.81,12 15 05.37,+13 35 41.1,
IC 3063,,Galaxy,Virgo,0.98,12 15 06.73,+12 01 00.2,
IC 3064,NGC 4206,Duplicate,Virgo,,12 15 16.81,+13 01 26.3,
IC 3065,,Galaxy,Coma Berenices,1.24,12 15 12.56,+14 25 58.4,
IC 3066,,Galaxy,Coma Berenices,0.97,12 15 16.58,+13 28 23.3,
IC 3067,IC 772,Duplicate,Coma Berenices,,12 15 15.89,+23 57 29.4,
IC 3068,,Galaxy,Virgo,0.46,12 15 23.20,+11 30 39.2,
IC 3069,,Galaxy,Virgo,0.50,12 15 19.87,+10 09 38.9,
IC 3070,,*,Virgo,,12 15 24.67,+13 02 22.1,
IC 3071,,*,Virgo,,12 15 31.86,+09 32 44.0,
IC 3072,,*,Virgo,,12 15 38.13,+09 33 20.3,
IC 3073,,Galaxy,Coma Berenices,0.88,12 15 35.60,+13 37 09.0,
IC 3074,,Galaxy,Virgo,0.34,12 15 46.19,+10 41 57.1,
IC 3075,,Galaxy,Coma Berenices,0.93,12 15 55.09,+23 35 44.0,
IC 3076,,*,Virgo,,12 16 03.98,+09 04 44.2,
IC 3077,,Galaxy,Coma Berenices,1.07,12 15 56.34,+14 25 58.9,
IC 3078,,Galaxy,Virgo,0.58,12 16 00.04,+12 41 14.3,15.70
IC 3079,,Galaxy,Virgo,0.71,12 16 04.13,+11 32 05.5,
IC 3080,,Galaxy,Coma Berenices,0.73,12 16 02.67,+14 11 21.8,
IC 3081,,Galaxy,Virgo,0.77,12 16 09.06,+12 41 28.7,15.00
IC 3082,,Galaxy,Coma Berenices,0.67,12 16 12.10,+23 50 31.5,
IC 3083,,Galaxy,Virgo,0.47,12 16 21.24,+12 31 40.0,
IC 3084,,Galaxy,Coma Berenices,0.45,12 16 23.46,+23 55 04.4,
IC 3085,,*,Virgo,,12 16 26.01,+09 28 08.4,
IC 3086,,**,Virgo,,12 16 27.74,+09 00 33.0,
IC 3087,,**,Virgo,,12 16 26.50,+13 17 16.0,
IC 3088,,*,Virgo,,12 16 28.36,+09 27 31.7,
