name,description,type,constellation,size,ra,dec,mag
NGC 1427A,,Galaxy,Eridanus,2.26,03 40 09.3,-35 37 28,
NGC 1428,,Galaxy,Fornax,1.48,03 42 22.73,-35 09 14.4,
NGC 1429,,Other,Eridanus,,03 44 04.12,-04 43 05.2,
NGC 1430,,*,Eridanus,,03 43 25.22,-18 13 30.3,
NGC 1431,,Galaxy,Taurus,0.91,03 44 40.80,+02 50 05.8,
NGC 1432,,HII Emission Nebula,Taurus,60.00,03 45 49.59,+24 22 04.3,
NGC 1433,,Galaxy,Horologium,6.19,03 42 01.55,-47 13 19.5,9.95
NGC 1434,,Galaxy,Eridanus,0.79,03 46 12.87,-09 40 57.4,
NGC 1435,,Nebula,Taurus,30.00,03 46 10.09,+23 45 53.9,
NGC 1436,NGC 1437,Galaxy,Eridanus,2.97,03 43 37.08,-35 51 10.9,11.69
NGC 1437,NGC 1436,Duplicate,Eridanus,,03 43 37.08,-35 51 10.9,
NGC 1437B,,Galaxy,Eridanus,2.87,03 45 54.8,-36 21 25,
NGC 1438,,Galaxy,Eridanus,2.04,03 45 17.23,-23 00 08.9,12.44
NGC 1439,,Galaxy,Eridanus,2.96,03 44 49.95,-21 55 14.0,11.39
NGC 1440,NGC 1442,Galaxy,Eridanus,2.62,03 45 02.91,-18 15 57.7,11.63
NGC 1441,,Galaxy,Eridanus,1.85,03 45 43.12,-04 05 29.7,12.93
NGC 1442,NGC 1440,Duplicate,Eridanus,,03 45 02.91,-18 15 57.7,
NGC 1443,,*,Eridanus,,03 45 53.04,-04 03 09.8,
NGC 1444,,Open Cluster,Perseus,3.60,03 49 28.88,+52 39 19.2,6.60
NGC 1445,,Galaxy,Eridanus,0.77,03 44 56.22,-09 51 21.1,
NGC 1446,,*,Eridanus,,03 45 57.46,-04 06 43.8,13.50
NGC 1447,,Galaxy,Eridanus,0.86,03 45 47.15,-09 01 07.3,
NGC 1448,NGC 1457,Galaxy,Horologium,8.02,03 44 31.92,-44 38 41.4,10.94
NGC 1449,,Galaxy,Eridanus,0.90,03 46 03.07,-04 08 17.2,13.47
NGC 1450,,Galaxy,Eridanus,0.91,03 45 36.64,-09 14 05.5,
NGC 1451,,Galaxy,Eridanus,0.81,03 46 07.16,-04 04 09.1,13.34
NGC 1452,NGC 1455,Galaxy,Eridanus,2.39,03 45 22.31,-18 38 01.1,11.84
NGC 1453,,Galaxy,Eridanus,2.46,03 46 27.25,-03 58 07.6,11.41
NGC 1454,,*,Eridanus,,03 45 59.34,-20 39 08.3,
NGC 1455,NGC 1452,Duplicate,Eridanus,,03 45 22.31,-18 38 01.1,
NGC 1456,,**,Taurus,,03 48 08.25,+22 33 31.0,10.96
NGC 1457,NGC 1448,Duplicate,Horologium,,03 44 31.92,-44 38 41.4,
NGC 1458,,Other,Eridanus,,03 46 58.31,-18 14 28.1,
NGC 1459,,Galaxy,Fornax,1.82,03 46 57.94,-25 31 18.3,
NGC 1460,,Galaxy,Eridanus,1.92,03 46 13.74,-36 41 46.8,
NGC 1461,,Galaxy,Eridanus,2.90,03 48 27.14,-16 23 34.4,11.81
NGC 1462,,Galaxy,Taurus,0.86,03 50 23.43,+06 58 23.0,
NGC 1463,,Galaxy,Reticulum,1.26,03 46 15.42,-59 48 36.5,13.47
NGC 1464,NGC 1471,Galaxy,Eridanus,0.81,03 51 24.52,-15 24 08.1,
NGC 1465,,Galaxy,Perseus,2.01,03 53 31.91,+32 29 34.1,
NGC 1466,,Globular Cluster,Hydrus,3.50,03 44 33.35,-71 40 17.7,11.59
NGC 1467,,Galaxy,Eridanus,1.23,03 51 52.80,-08 50 17.5,
NGC 1468,,Galaxy,Eridanus,1.22,03 52 12.58,-06 20 56.2,
NGC 1469,,Galaxy,Camelopardalis,2.17,04 00 27.77,+68 34 39.8,
NGC 1470,,Galaxy,Eridanus,1.61,03 52 09.84,-08 59 57.7,
NGC 1471,NGC 1464,Duplicate,Eridanus,,03 51 24.52,-15 24 08.1,
NGC 1472,,Galaxy,Eridanus,0.68,03 53 47.35,-08 34 06.5,
NGC 1473,,Galaxy,Hydrus,1.53,03 47 26.30,-68 13 14.1,12.91
NGC 1474,IC 2002,Galaxy,Taurus,1.04,03 54 30.35,+10 42 25.2,13.76
NGC 1475,,Galaxy,Eridanus,0.65,03 53 49.83,-08 08 15.0,
NGC 1476,,Galaxy,Horologium,1.50,03 52 08.79,-44 31 56.9,13.82
NGC 1477,,Galaxy,Eridanus,0.77,03 54 02.88,-08 34 29.9,
NGC 1478,,Galaxy,Eridanus,0.64,03 54 07.34,-08 33 19.5,
NGC 1479,,Other,Eridanus,,03 54 20.44,-10 12 31.0,
NGC 1480,,Other,Eridanus,,03 54 32.38,-10 15 31.8,
NGC 1481,,Galaxy,Eridanus,1.04,03 54 28.96,-20 25 37.8,
NGC 1482,,Galaxy,Eridanus,2.46,03 54 38.96,-20 30 09.6,12.14
NGC 1483,,Galaxy,Horologium,1.87,03 52 47.64,-47 28 39.1,12.76
NGC 1484,,Galaxy,Eridanus,2.73,03 54 20.13,-36 58 08.0,
NGC 1485,,Galaxy,Camelopardalis,2.23,04 05 03.94,+70 59 47.5,12.37
NGC 1486,,Galaxy,Eridanus,0.91,03 56 18.70,-21 49 16.1,
NGC 1487,,Galaxy Pair,Eridanus,4.40,03 55 46.10,-42 22 05.0,
NGC 1487 NED01,NGC 1487NW,Galaxy,Eridanus,2.34,03 55 45.37,-42 22 03.7,
NGC 1487 NED02,,Galaxy,Eridanus,3.72,03 55 47.17,-42 22 06.9,11.68
NGC 1488,,**,Taurus,,04 00 04.33,+18 34 02.3,
NGC 1489,,Galaxy,Eridanus,1.69,03 57 38.10,-19 12 59.9,13.80
NGC 1490,,Galaxy,Reticulum,1.39,03 53 34.22,-66 01 05.0,
NGC 1491,,HII Emission Nebula,Perseus,9.00,04 03 13.56,+51 18 57.9,
NGC 1492,,Galaxy,Eridanus,0.77,03 58 13.13,-35 26 46.9,
NGC 1493,,Galaxy,Horologium,3.44,03 57 27.43,-46 12 38.5,11.44
NGC 1494,,Galaxy,Horologium,3.51,03 57 42.90,-48 54 29.1,11.95
NGC 1495,,Galaxy,Horologium,2.22,03 58 21.82,-44 27 58.5,12.64
NGC 1496,,Open Cluster,Perseus,2.10,04 04 31.89,+52 39 41.0,9.60
NGC 1497,,Galaxy,Taurus,1.23,04 02 06.82,+23 07 58.5,
NGC 1498,,Open Cluster,Eridanus,,04 00 19.30,-12 01 11.0,
NGC 1499,,Nebula,Perseus,160.00,04 03 14.42,+36 22 02.9,
NGC 1500,,Galaxy,Dorado,1.49,03 58 13.97,-52 19 41.4,14.84
NGC 1501,,Planetary Nebula,Camelopardalis,0.87,04 06 59.37,+60 55 14.5,11.50
NGC 1502,,Open Cluster,Camelopardalis,10.20,04 07 49.30,+62 19 53.5,6.90
NGC 1503,,Galaxy,Reticulum,0.96,03 56 33.24,-66 02 26.4,
NGC 1504,,Galaxy,Eridanus,0.79,04 02 29.70,-09 20 07.4,
NGC 1505,,Galaxy,Eridanus,1.20,04 02 36.40,-09 19 20.7,
NGC 1506,,Galaxy,Dorado,1.59,04 00 21.57,-52 34 25.4,13.22
NGC 1507,,Galaxy,Eridanus,3.78,04 04 27.21,-02 11 18.9,12.41
NGC 1508,,Galaxy,Taurus,0.60,04 05 47.64,+25 24 30.5,
NGC 1509,IC 2026,Galaxy,Eridanus,0.79,04 03 55.20,-11 10 44.5,
NGC 1510,,Galaxy,Horologium,1.32,04 03 32.64,-43 24 00.4,13.02
NGC 1511,,Galaxy,Hydrus,3.66,03 59 36.98,-67 38 03.3,11.30
NGC 1511A,,Galaxy,Hydrus,1.85,04 00 18.6,-67 48 25,
NGC 1511B,,Galaxy,Hydrus,1.39,04 00 54.7,-67 36 43,
NGC 1512,,Galaxy,Horologium,8.43,04 03 54.28,-43 20 55.9,10.37
NGC 1513,,Open Cluster,Perseus,5.10,04 09 54.70,+49 31 02.2,8.40
NGC 1514,,Planetary Nebula,Taurus,2.20,04 09 16.95,+30 46 33.3,10.19
NGC 1515,,Galaxy,Dorado,5.50,04 04 02.72,-54 06 00.2,10.99
NGC 1515A,,Galaxy,Dorado,0.93,04 03 49.8,-54 06 47,
NGC 1516,,Galaxy Pair,Eridanus,1.66,04 08 07.7,-08 49 53,
NGC 1516A,NGC 1524,Galaxy,Eridanus,0.90,04 08 07.4,-08 49 45,
NGC 1516B,NGC 1525,Galaxy,Eridanus,1.26,04 08 08.31,-08 50 08.6,
NGC 1517,,Galaxy,Taurus,0.97,04 09 11.93,+08 38 55.7,
NGC 1518,,Galaxy,Eridanus,3.47,04 06 49.72,-21 10 21.5,11.79
NGC 1519,,Galaxy,Eridanus,2.47,04 08 07.60,-17 11 34.4,12.96
NGC 1520,,Open Cluster,Mensa,5.40,03 57 30.97,-76 50 02.2,
NGC 1521,,Galaxy,Eridanus,3.25,04 08 18.93,-21 03 07.1,11.57
NGC 1522,,Galaxy,Dorado,1.22,04 06 07.92,-52 40 06.3,13.60
NGC 1523,,Other,Dorado,,04 06 11.02,-54 05 17.9,
NGC 1524,NGC 1516A,Duplicate,Eridanus,,04 08 07.4,-08 49 45,
NGC 1525,NGC 1516B,Duplicate,Eridanus,,04 08 08.31,-08 50 08.6,
NGC 1526,,Galaxy,Reticulum,0.86,04 05 12.30,-65 50 23.3,
NGC 1527,,Galaxy,Horologium,4.58,04 08 24.14,-47 53 49.3,10.80
NGC 1528,,Open Cluster,Perseus,9.60,04 15 18.87,+51 12 41.3,6.40
NGC 1529,,Galaxy,Reticulum,0.71,04 07 19.88,-62 53 57.5,
NGC 1530,,Galaxy,Camelopardalis,1.82,04 23 27.10,+75 17 44.1,11.70
NGC 1530A,IC 381,Galaxy,Camelopardalis,1.48,04 44 28.50,+75 38 23.1,12.43
NGC 1531,,Galaxy,Eridanus,1.50,04 11 59.32,-32 51 02.9,12.13
NGC 1532,,Galaxy,Eridanus,11.27,04 12 04.33,-32 52 27.2,10.13
NGC 1533,,Galaxy,Dorado,3.27,04 09 51.84,-56 07 06.4,10.65
NGC 1534,,Galaxy,Reticulum,1.66,04 08 46.07,-62 47 51.3,
NGC 1535,,Planetary Nebula,Eridanus,0.85,04 14 15.77,-12 44 21.8,9.60
NGC 1536,,Galaxy,Reticulum,1.67,04 10 59.86,-56 28 49.6,12.90
NGC 1537,,Galaxy,Eridanus,4.35,04 13 40.71,-31 38 43.5,10.72
NGC 1538,IC 2047,Galaxy,Eridanus,0.66,04 14 56.08,-13 11 30.2,
NGC 1539,,Galaxy,Taurus,0.97,04 19 01.96,+26 49 39.0,
NGC 1540,,Galaxy,Eridanus,0.77,04 15 10.66,-28 29 18.5,
NGC 1540A,,Galaxy,Eridanus,0.56,04 15 10.01,-28 28 55.5,
NGC 1541,,Galaxy,Taurus,1.38,04 17 00.23,+00 50 06.7,13.53
NGC 1542,,Galaxy,Taurus,1.22,04 17 14.18,+04 46 53.9,13.89
NGC 1543,,Galaxy,Reticulum,3.66,04 12 43.25,-57 44 16.7,10.17
NGC 1544,,Galaxy,Cepheus,1.13,05 02 36.15,+86 13 20.4,
NGC 1545,,Open Cluster,Perseus,4.20,04 20 56.26,+50 15 19.2,6.20
NGC 1546,,Galaxy,Dorado,3.72,04 14 36.54,-56 03 38.9,11.35
NGC 1547,,Galaxy,Eridanus,1.40,04 17 12.41,-17 51 26.9,
NGC 1548,,Open Cluster,Perseus,3.60,04 21 19.10,+36 54 58.8,
NGC 1549,,Galaxy,Dorado,5.09,04 15 45.13,-55 35 32.1,9.75
NGC 1550,NGC 1551,Galaxy,Taurus,1.73,04 19 37.93,+02 24 34.1,12.08
NGC 1551,NGC 1550,Duplicate,Taurus,,04 19 37.93,+02 24 34.1,
NGC 1552,,Galaxy,Eridanus,1.79,04 20 17.68,-00 41 33.8,
NGC 1553,,Galaxy,Dorado,6.25,04 16 10.47,-55 46 48.5,9.31
NGC 1554,,*,Taurus,,04 21 43.55,+19 31 14.1,
NGC 1555,,Reflection Nebula,Taurus,1.82,04 21 59.43,+19 32 06.6,
NGC 1556,,Galaxy,Dorado,1.53,04 17 44.83,-50 09 52.0,13.06
NGC 1557,,Open Cluster,Hydrus,7.20,04 13 11.17,-70 25 29.8,
NGC 1558,,Galaxy,Caelum,3.05,04 20 16.18,-45 01 53.3,
NGC 1559,,Galaxy,Reticulum,4.19,04 17 35.77,-62 47 01.2,10.60
NGC 1560,,Galaxy,Camelopardalis,8.30,04 32 49.09,+71 52 59.2,11.50
NGC 1561,,Galaxy,Eridanus,1.37,04 23 01.08,-15 50 44.4,
NGC 1562,,Galaxy,Eridanus,0.92,04 21 47.62,-15 45 19.6,
NGC 1563,,Galaxy,Eridanus,0.49,04 22 53.95,-15 43 57.5,
NGC 1564,,Galaxy,Eridanus,0.73,04 23 00.95,-15 44 19.9,
NGC 1565,,Galaxy,Eridanus,1.02,04 23 23.45,-15 44 39.6,
NGC 1566,,Galaxy,Dorado,7.23,04 20 00.42,-54 56 16.1,9.73
NGC 1567,,Galaxy,Caelum,1.53,04 21 08.75,-48 15 17.2,
NGC 1568,,Galaxy,Eridanus,1.46,04 24 25.34,-00 44 46.4,
NGC 1569,,Galaxy,Camelopardalis,3.91,04 30 49.06,+64 50 52.6,11.11
NGC 1570,NGC 1571,Galaxy,Caelum,2.15,04 22 08.94,-43 37 46.4,14.00
NGC 1571,NGC 1570,Duplicate,Caelum,,04 22 08.94,-43 37 46.4,
NGC 1572,,Galaxy,Caelum,1.37,04 22 42.81,-40 36 03.3,12.47
NGC 1573,,Galaxy,Camelopardalis,1.95,04 35 03.99,+73 15 44.7,11.79
NGC 1574,,Galaxy,Reticulum,4.13,04 21 58.82,-56 58 29.1,10.24
NGC 1575,NGC 1577,Galaxy,Eridanus,1.52,04 26 20.55,-10 05 54.4,
NGC 1576,,Galaxy,Eridanus,1.49,04 26 18.82,-03 37 15.9,
NGC 1577,NGC 1575,Duplicate,Eridanus,,04 26 20.55,-10 05 54.4,
NGC 1578,,Galaxy,Dorado,1.21,04 23 46.65,-51 35 58.0,13.11
NGC 1579,,Cl+N Emission Nebula,Perseus,10.20,04 30 13.80,+35 16 10.0,
NGC 1580,,Galaxy,Eridanus,1.03,04 28 18.48,-05 10 43.6,
NGC 1581,,Galaxy,Dorado,2.08,04 24 44.96,-54 56 31.2,12.80
NGC 1582,,Open Cluster,Perseus,7.80,04 31 46.79,+43 47 05.4,7.00
NGC 1583,,Galaxy,Eridanus,1.04,04 28 20.73,-17 35 43.6,
NGC 1584,,Galaxy,Eridanus,0.95,04 28 10.26,-17 31 24.1,
NGC 1585,,Galaxy,Caelum,0.85,04 27 33.01,-42 09 54.8,
NGC 1586,,Galaxy,Eridanus,1.68,04 30 38.23,-00 18 15.0,
NGC 1587,,Galaxy,Taurus,2.08,04 30 39.94,+00 39 41.7,11.70
NGC 1588,,Galaxy,Taurus,1.26,04 30 43.77,+00 39 53.0,12.91
NGC 1589,,Galaxy,Taurus,3.06,04 30 45.44,+00 51 49.2,11.81
NGC 1590,,Galaxy,Taurus,0.90,04 31 10.22,+07 37 51.2,13.69
NGC 1591,,Galaxy,Eridanus,1.39,04 29 30.55,-26 42 47.2,
NGC 1592,,Galaxy,Eridanus,1.02,04 29 40.13,-27 24 30.7,14.09
NGC 1593,IC 2077,Galaxy,Taurus,1.36,04 32 06.12,+00 34 02.5,
NGC 1594,IC 2075,Galaxy,Eridanus,1.67,04 30 51.59,-05 47 53.8,
NGC 1595,,Galaxy,Caelum,1.50,04 28 21.76,-47 48 57.2,12.71
NGC 1596,,Galaxy,Dorado,3.87,04 27 38.11,-55 01 40.1,11.14
NGC 1597,,Galaxy,Eridanus,1.02,04 31 13.46,-11 17 25.5,
NGC 1598,,Galaxy,Caelum,1.40,04 28 33.67,-47 46 57.2,13.30
NGC 1599,,Galaxy,Eridanus,0.82,04 31 38.74,-04 35 18.0,13.73
NGC 1600,,Galaxy,Eridanus,3.33,04 31 39.94,-05 05 10.5,10.97
NGC 1601,,Galaxy,Eridanus,0.94,04 31 41.73,-05 03 37.3,13.84
NGC 1602,,Galaxy,Dorado,1.87,04 27 54.97,-55 03 27.8,13.06
NGC 1603,,Galaxy,Eridanus,0.88,04 31 49.95,-05 05 39.9,13.80
NGC 1604,,Galaxy,Eridanus,1.35,04 31 58.57,-05 22 11.8,
NGC 1605,,Open Cluster,Perseus,3.30,04 34 52.28,+45 16 17.0,10.70
NGC 1606,,Galaxy,Eridanus,0.57,04 32 03.34,-05 01 56.8,
NGC 1607,,Galaxy,Eridanus,1.33,04 32 03.09,-04 27 35.8,
NGC 1608,NGC 1593,Duplicate,Taurus,,04 32 06.12,+00 34 02.5,
NGC 1609,,Galaxy,Eridanus,1.24,04 32 45.08,-04 22 20.7,
NGC 1610,NGC 1619,Galaxy,Eridanus,1.10,04 34 13.87,-04 41 59.1,
NGC 1611,,Galaxy,Eridanus,1.80,04 33 05.96,-04 17 50.8,
NGC 1612,,Galaxy,Eridanus,1.36,04 33 13.13,-04 10 20.7,
NGC 1613,,Galaxy,Eridanus,1.14,04 33 25.33,-04 15 55.5,
NGC 1614,,Galaxy,Eridanus,1.26,04 33 59.85,-08 34 44.0,12.90
NGC 1615,,Galaxy,Taurus,1.36,04 36 01.04,+19 57 01.2,
NGC 1616,,Galaxy,Caelum,1.91,04 32 41.73,-43 42 57.2,12.64
NGC 1617,,Galaxy,Dorado,5.24,04 31 39.53,-54 36 08.2,10.37
NGC 1618,,Galaxy,Eridanus,2.14,04 36 06.60,-03 08 55.5,12.72
NGC 1619,NGC 1610,Duplicate,Eridanus,,04 34 13.87,-04 41 59.1,
NGC 1620,,Galaxy,Eridanus,3.48,04 36 37.35,-00 08 37.0,12.08
NGC 1621,NGC 1626,Galaxy,Eridanus,1.34,04 36 25.06,-04 59 14.3,
NGC 1622,,Galaxy,Eridanus,2.86,04 36 36.64,-03 11 19.8,12.53
NGC 1623,,Galaxy,Eridanus,0.78,04 35 32.41,-13 33 23.2,
NGC 1624,,Cl+N Emission Nebula,Perseus,3.00,04 40 36.50,+50 27 42.0,11.80
NGC 1625,,Galaxy,Eridanus,2.56,04 37 06.26,-03 18 12.6,12.40
NGC 1626,NGC 1621,Duplicate,Eridanus,,04 36 25.06,-04 59 14.3,
NGC 1627,,Galaxy,Eridanus,1.65,04 37 38.00,-04 53 14.9,
NGC 1628,,Galaxy,Eridanus,1.91,04 37 36.26,-04 42 53.4,
NGC 1629,,Globular Cluster,Hydrus,1.70,04 29 36.91,-71 50 17.8,12.68
NGC 1630,,Galaxy,Eridanus,0.78,04 37 15.48,-18 54 05.5,
NGC 1631,,Galaxy,Eridanus,1.33,04 38 24.17,-20 38 59.5,
NGC 1632,IC 386,Galaxy,Eridanus,0.73,04 39 58.58,-09 27 22.4,
NGC 1633,,Galaxy,Taurus,1.09,04 40 09.11,+07 20 58.0,
NGC 1634,,Galaxy,Taurus,0.67,04 40 09.78,+07 20 19.6,
NGC 1635,,Galaxy,Eridanus,1.53,04 40 07.88,-00 32 51.1,
NGC 1636,,Galaxy,Eridanus,1.24,04 40 40.20,-08 36 27.9,
NGC 1637,,Galaxy,Eridanus,3.18,04 41 28.18,-02 51 28.7,10.85
NGC 1638,,Galaxy,Eridanus,2.08,04 41 36.51,-01 48 32.5,12.24
NGC 1639,,Other,Eridanus,,04 40 52.21,-16 59 27.1,
NGC 1640,,Galaxy,Eridanus,2.72,04 42 14.52,-20 26 05.2,11.69
NGC 1641,,Open Cluster,Reticulum,9.60,04 35 34.92,-65 45 46.4,
NGC 1642,,Galaxy,Taurus,1.66,04 42 54.91,+00 37 06.9,12.62
NGC 1643,,Galaxy,Eridanus,1.24,04 43 43.95,-05 19 10.0,
NGC 1644,,Globular Cluster,Dorado,1.80,04 37 40.09,-66 11 56.7,12.89
NGC 1645,,Galaxy,Eridanus,2.18,04 44 06.38,-05 27 56.2,
NGC 1646,,Galaxy,Eridanus,1.49,04 44 23.60,-08 31 58.0,
NGC 1647,,Open Cluster,Taurus,27.00,04 45 55.57,+19 05 42.4,6.40
NGC 1648,,Galaxy,Eridanus,0.84,04 44 34.80,-08 28 43.9,
NGC 1649,NGC 1652,Globular Cluster,Dorado,1.50,04 38 22.85,-68 40 22.5,13.13
NGC 1650,,Galaxy,Eridanus,2.40,04 45 11.51,-15 52 12.1,
NGC 1651,,Globular Cluster,Mensa,2.70,04 37 32.27,-70 35 09.1,12.28
NGC 1652,NGC 1649,Duplicate,Dorado,,04 38 22.85,-68 40 22.5,
NGC 1653,,Galaxy,Eridanus,1.79,04 45 47.35,-02 23 34.2,11.97
NGC 1654,,Galaxy,Eridanus,0.85,04 45 48.45,-02 05 02.0,
NGC 1655,,Other,Taurus,,04 47 11.90,+20 55 25.2,
NGC 1656,,Galaxy,Eridanus,1.74,04 45 53.39,-05 08 12.2,
NGC 1657,,Galaxy,Eridanus,1.15,04 46 07.26,-02 04 38.2,
NGC 1658,,Galaxy,Caelum,1.02,04 44 01.36,-41 27 48.3,
NGC 1659,,Galaxy,Eridanus,1.50,04 46 29.95,-04 47 19.6,12.54
NGC 1660,,Galaxy,Caelum,1.14,04 44 11.41,-41 29 51.3,
NGC 1661,,Galaxy,Orion,1.15,04 47 07.64,-02 03 16.5,
NGC 1662,,Open Cluster,Orion,13.80,04 48 28.95,+10 55 49.4,6.40
NGC 1663,,Open Cluster,Orion,7.20,04 49 23.54,+13 09 03.8,14.54
NGC 1664,,Open Cluster,Auriga,11.40,04 51 05.43,+43 40 34.2,7.60
NGC 1665,,Galaxy,Eridanus,1.79,04 48 17.07,-05 25 39.4,
NGC 1666,,Galaxy,Eridanus,1.35,04 48 32.84,-06 34 11.9,12.70
NGC 1667,NGC 1689,Galaxy,Eridanus,1.89,04 48 37.14,-06 19 11.9,12.15
NGC 1668,,Galaxy,Caelum,1.58,04 46 05.93,-44 44 00.1,
NGC 1669,,Galaxy,Dorado,0.73,04 42 59.90,-65 48 51.6,
NGC 1670,,Galaxy,Orion,1.61,04 49 42.62,-02 45 37.8,
NGC 1671,IC 395,Galaxy,Orion,1.34,04 49 34.03,+00 15 10.3,12.88
NGC 1672,,Galaxy,Dorado,6.14,04 45 42.50,-59 14 49.9,10.16
NGC 1673,,Open Cluster,Mensa,1.00,04 42 39.64,-69 49 16.5,14.07
NGC 1674,,Other,Taurus,,04 52 24.97,+23 54 27.6,
NGC 1675,,Other,Taurus,,04 52 24.97,+23 54 27.6,
NGC 1676,,Open Cluster,Dorado,1.10,04 43 54.17,-68 49 39.3,
NGC 1677,IC 2099,Galaxy,Eridanus,1.21,04 50 52.07,-04 53 33.8,
NGC 1678,,Galaxy,Orion,1.28,04 51 35.44,-02 37 23.3,
NGC 1679,,Galaxy,Caelum,3.07,04 49 54.64,-31 57 52.8,11.62
NGC 1680,,Galaxy,Pictor,1.33,04 48 34.01,-47 48 59.2,
NGC 1681,,Galaxy,Eridanus,1.19,04 51 50.06,-05 48 11.6,13.40
NGC 1682,,Galaxy,Orion,0.98,04 52 19.79,-03 06 21.1,
NGC 1683,,Galaxy,Orion,0.86,04 52 17.60,-03 01 28.7,
NGC 1684,,Galaxy,Orion,2.55,04 52 31.15,-03 06 21.8,
NGC 1685,,Galaxy,Orion,1.23,04 52 34.23,-02 56 57.6,15.18
NGC 1686,,Galaxy,Eridanus,1.85,04 52 54.66,-15 20 47.3,
NGC 1687,,Galaxy,Caelum,1.35,04 51 21.37,-33 56 20.5,
NGC 1688,,Galaxy,Dorado,2.47,04 48 23.79,-59 48 01.2,11.85
NGC 1689,NGC 1667,Duplicate,Eridanus,,04 48 37.14,-06 19 11.9,
NGC 1690,,Galaxy,Orion,1.07,04 54 19.26,+01 38 25.3,
NGC 1691,,Galaxy,Orion,1.54,04 54 38.34,+03 16 04.7,
NGC 1692,,Galaxy,Eridanus,1.38,04 55 23.73,-20 34 16.2,13.02
NGC 1693,,Globular Cluster,Dorado,1.10,04 47 38.77,-69 20 37.1,12.89
NGC 1694,,Galaxy,Eridanus,1.18,04 55 16.82,-04 39 09.6,
NGC 1695,,Globular Cluster,Dorado,1.40,04 47 44.48,-69 22 25.5,12.16
NGC 1696,,Open Cluster,Dorado,1.10,04 48 29.97,-68 14 34.3,13.95
NGC 1697,,Globular Cluster,Dorado,2.30,04 48 35.81,-68 33 30.4,12.62
NGC 1698,,Globular Cluster,Dorado,1.50,04 49 05.05,-69 06 54.3,12.07
NGC 1699,,Galaxy,Eridanus,1.03,04 56 59.63,-04 45 24.7,
NGC 1700,,Galaxy,Eridanus,3.11,04 56 56.31,-04 51 56.8,11.16
NGC 1701,,Galaxy,Caelum,1.24,04 55 51.13,-29 53 00.4,
NGC 1702,,Open Cluster,Mensa,1.20,04 49 27.68,-69 51 02.8,12.50
NGC 1703,,Galaxy,Dorado,2.68,04 52 52.15,-59 44 32.1,11.69
NGC 1704,,Open Cluster,Dorado,1.70,04 49 55.46,-69 45 22.7,11.50
NGC 1705,,Galaxy,Pictor,1.87,04 54 13.50,-53 21 39.8,12.46
NGC 1706,,Galaxy,Dorado,1.43,04 52 31.02,-62 59 08.8,12.64
NGC 1707,IC 2107,Other,Orion,,04 58 20.61,+08 14 18.1,
NGC 1708,,Open Cluster,Camelopardalis,6.00,05 03 21.88,+52 49 55.5,
NGC 1709,,Galaxy,Orion,0.93,04 58 44.03,-00 28 41.7,
NGC 1710,IC 2108,Galaxy,Lepus,1.61,04 57 17.07,-15 17 20.4,
NGC 1711,,Globular Cluster,Mensa,3.50,04 50 36.13,-69 59 07.6,11.10
NGC 1712,,*Ass,Dorado,4.00,04 50 58.43,-69 24 27.0,
NGC 1713,,Galaxy,Orion,1.33,04 58 54.61,-00 29 20.1,12.71
NGC 1714,,Cl+N Emission Nebula,Dorado,1.10,04 52 08.85,-66 55 24.2,11.61
NGC 1715,,EmN,Dorado,1.10,04 52 10.48,-66 54 31.3,
NGC 1716,,Galaxy,Lepus,1.32,04 58 13.32,-20 21 48.9,
NGC 1717,,Galaxy,Orion,0.95,04 58 31.46,-00 34 28.8,
NGC 1718,,Open Cluster,Dorado,1.80,04 52 25.39,-67 03 02.4,12.25
NGC 1719,,Galaxy,Orion,1.09,04 59 34.63,-00 15 37.5,
NGC 1720,,Galaxy,Eridanus,1.96,04 59 20.63,-07 51 32.3,
NGC 1721,,Galaxy,Eridanus,1.58,04 59 17.40,-11 07 07.4,
NGC 1722,,Cl+N Emission Nebula,Dorado,2.50,04 52 00.60,-69 22 30.0,
NGC 1723,,Galaxy,Eridanus,3.03,04 59 25.89,-10 58 50.5,12.03
NGC 1724,,Open Cluster,Auriga,3.00,05 03 32.32,+49 29 30.4,
NGC 1725,,Galaxy,Eridanus,1.39,04 59 22.89,-11 07 56.3,
NGC 1726,,Galaxy,Eridanus,2.90,04 59 41.90,-07 45 18.9,11.65
NGC 1727,,Cl+N Emission Nebula,Dorado,2.80,04 52 12.77,-69 20 20.1,
NGC 1728,,Galaxy,Eridanus,1.24,04 59 27.73,-11 07 22.6,
NGC 1729,,Galaxy,Orion,1.81,05 00 15.69,-03 21 09.0,
NGC 1730,IC 2113,Galaxy,Lepus,2.28,04 59 31.83,-15 49 25.1,
NGC 1731,,*Ass,Dorado,4.80,04 53 32.09,-66 55 31.0,
NGC 1732,,Open Cluster,Dorado,1.10,04 53 10.59,-68 39 00.0,12.30
NGC 1733,,Open Cluster,Dorado,1.50,04 54 04.75,-66 40 57.3,13.31
NGC 1734,,Open Cluster,Dorado,1.20,04 53 33.49,-68 46 07.6,13.10
NGC 1735,,Open Cluster,Dorado,1.80,04 54 19.66,-67 05 58.4,10.76
NGC 1736,,EmN,Dorado,1.90,04 53 01.55,-68 03 11.2,
NGC 1737,,HII Emission Nebula,Dorado,1.10,04 53 59.71,-69 10 28.4,
