name,description,type,constellation,size,ra,dec,mag
NGC 7387,,Galaxy,Pegasus,1.00,22 50 17.64,+11 38 12.2,13.98
NGC 7388,,*,Pegasus,,22 50 21.02,+11 42 39.4,
NGC 7389,,Galaxy,Pegasus,1.45,22 50 16.05,+11 33 58.3,
NGC 7390,,Galaxy,Pegasus,0.82,22 50 19.62,+11 31 51.7,
NGC 7391,,Galaxy,Aquarius,1.49,22 50 36.13,-01 32 41.4,12.05
NGC 7392,,Galaxy,Aquarius,2.24,22 51 48.74,-20 36 29.1,11.84
NGC 7393,,Galaxy,Aquarius,2.04,22 51 38.09,-05 33 26.3,
NGC 7394,,Open Cluster,Lacerta,,22 50 07.68,+52 10 48.4,
NGC 7395,,Galaxy,Lacerta,1.15,22 51 02.93,+37 05 16.1,
NGC 7396,,Galaxy,Pisces,1.77,22 52 22.64,+01 05 32.6,
NGC 7397,,Galaxy,Pisces,0.71,22 52 46.70,+01 07 58.0,
NGC 7398,,Galaxy,Pisces,1.05,22 52 49.27,+01 12 04.0,
NGC 7399,,Galaxy,Aquarius,1.13,22 52 39.26,-09 16 04.0,14.50
NGC 7400,,Galaxy,Grus,2.42,22 54 20.82,-45 20 49.3,
NGC 7401,,Galaxy,Pisces,0.75,22 52 58.56,+01 08 33.6,
NGC 7402,,Galaxy,Pisces,0.42,22 53 04.48,+01 08 40.0,
NGC 7403,,*,Pisces,,22 53 06.40,+01 28 57.8,
NGC 7404,IC 5260,Galaxy,Grus,1.63,22 54 18.61,-39 18 53.8,12.74
NGC 7405,,Galaxy,Pegasus,0.33,22 52 57.17,+12 35 37.0,
NGC 7406,,Galaxy,Aquarius,0.92,22 53 56.24,-06 34 45.3,
NGC 7407,,Galaxy,Pegasus,1.67,22 53 20.88,+32 07 50.4,
NGC 7408,,Galaxy,Tucana,1.91,22 55 56.86,-63 41 41.0,15.41
NGC 7409,,Galaxy,Pegasus,0.58,22 53 48.12,+20 12 37.4,
NGC 7410,,Galaxy,Grus,6.01,22 55 00.95,-39 39 40.8,11.19
NGC 7411,,Galaxy,Pegasus,1.00,22 54 34.92,+20 14 10.2,
NGC 7412,,Galaxy,Grus,3.79,22 55 45.75,-42 38 31.3,11.33
NGC 7412A,,Galaxy,Grus,0.59,22 57 09.00,-42 48 16.1,13.96
NGC 7413,,Galaxy,Pegasus,1.14,22 55 03.10,+13 13 13.7,
NGC 7414,,Galaxy,Pegasus,0.62,22 55 24.42,+13 14 53.8,
NGC 7415,,Galaxy,Pegasus,0.82,22 54 53.62,+20 15 41.6,
NGC 7416,,Galaxy,Aquarius,3.08,22 55 41.70,-05 29 43.2,12.33
NGC 7417,,Galaxy,Tucana,2.21,22 57 49.51,-65 02 18.8,12.31
NGC 7418,IC 1459,Galaxy,Grus,3.66,22 56 36.16,-37 01 48.3,11.04
NGC 7418A,,Galaxy,Grus,1.75,22 56 41.25,-36 46 21.8,
NGC 7419,,Open Cluster,Cepheus,4.08,22 54 20.06,+60 48 55.9,13.00
NGC 7420,,Galaxy,Pegasus,0.85,22 55 32.05,+29 48 18.0,
NGC 7421,,Galaxy,Grus,2.38,22 56 54.33,-37 20 50.1,11.99
NGC 7422,,Galaxy,Pisces,0.83,22 56 12.38,+03 55 36.4,
NGC 7423,,Open Cluster,Cepheus,3.60,22 55 08.54,+57 05 48.9,
NGC 7424,,Galaxy,Grus,5.01,22 57 18.37,-41 04 14.1,10.18
NGC 7425,,Galaxy,Aquarius,0.97,22 57 15.54,-10 57 00.0,
NGC 7426,,Galaxy,Lacerta,1.57,22 56 02.86,+36 21 40.9,
NGC 7427,,Galaxy,Pegasus,0.58,22 57 09.92,+08 30 20.1,
NGC 7428,,Galaxy,Pisces,0.91,22 57 19.53,-01 02 56.4,
NGC 7429,,Open Cluster,Cepheus,4.50,22 56 00.60,+59 58 25.9,
NGC 7430,,Galaxy,Pegasus,0.60,22 57 29.72,+08 47 39.5,
NGC 7431,,Galaxy,Pegasus,0.26,22 57 38.69,+26 09 51.5,
NGC 7432,,Galaxy,Pegasus,1.57,22 58 01.94,+13 08 04.2,14.81
NGC 7433,,Galaxy,Pegasus,0.78,22 57 51.71,+26 09 43.8,
NGC 7434,,Galaxy,Pisces,0.61,22 58 21.45,-01 11 02.2,
NGC 7435,,Galaxy,Pegasus,1.31,22 57 54.47,+26 08 19.9,
NGC 7436,,Galaxy Pair,Pegasus,1.20,22 57 56.90,+26 09 00.0,
NGC 7436A,,Galaxy,Pegasus,0.72,22 57 56.17,+26 08 59.9,15.00
NGC 7436B,,Galaxy,Pegasus,1.95,22 57 57.54,+26 08 59.8,
NGC 7437,,Galaxy,Pegasus,1.71,22 58 10.06,+14 18 30.6,
NGC 7438,,Open Cluster,Cassiopeia,5.70,22 57 20.37,+54 18 33.5,
NGC 7439,,Galaxy,Pegasus,1.03,22 58 09.96,+29 13 42.3,
NGC 7440,,Galaxy,Andromeda,1.16,22 58 32.54,+35 48 08.7,13.51
NGC 7441,IC 1458,Galaxy,Aquarius,1.29,22 56 41.38,-07 22 44.6,
NGC 7442,,Galaxy,Pegasus,1.01,22 59 26.55,+15 32 54.2,
NGC 7443,,Galaxy,Aquarius,1.73,23 00 08.85,-12 48 28.4,12.91
NGC 7444,,Galaxy,Aquarius,1.45,23 00 08.96,-12 50 03.4,12.82
NGC 7445,,Galaxy,Andromeda,0.67,22 59 22.44,+39 06 27.1,
NGC 7446,,Galaxy,Andromeda,1.26,22 59 29.00,+39 04 58.4,
NGC 7447,,Other,Aquarius,,23 00 26.08,-10 31 40.8,
NGC 7448,,Galaxy,Pegasus,2.07,23 00 03.59,+15 58 49.2,11.69
NGC 7449,,Galaxy,Andromeda,1.02,22 59 37.64,+39 08 45.1,
NGC 7450,,Galaxy,Aquarius,1.54,23 00 47.82,-12 55 06.7,14.33
NGC 7451,,Galaxy,Pegasus,1.11,23 00 40.86,+08 28 04.5,
NGC 7452,,Galaxy,Pisces,0.51,23 00 47.50,+06 44 43.9,
NGC 7453,,Other,Aquarius,,23 01 25.41,-06 21 23.4,
NGC 7454,,Galaxy,Pegasus,1.54,23 01 06.51,+16 23 18.1,11.86
NGC 7455,,Galaxy,Pisces,0.70,23 00 40.97,+07 18 11.0,
NGC 7456,,Galaxy,Grus,5.15,23 02 10.42,-39 34 09.8,11.88
NGC 7457,,Galaxy,Pegasus,3.95,23 00 59.93,+30 08 41.8,10.98
NGC 7458,,Galaxy,Pisces,1.03,23 01 28.64,+01 45 12.2,12.54
NGC 7459,,Galaxy Pair,Pisces,1.00,23 00 59.90,+06 45 00.0,
NGC 7459 NED01,,Galaxy,Pisces,1.32,23 00 59.64,+06 44 57.9,
NGC 7459 NED02,,Galaxy,Pisces,0.27,23 01 00.21,+06 45 03.9,
NGC 7460,,Galaxy,Pisces,1.14,23 01 42.91,+02 15 49.0,12.99
NGC 7461,,Galaxy,Pegasus,0.94,23 01 48.33,+15 34 56.9,
NGC 7462,,Galaxy,Grus,4.99,23 02 46.49,-40 50 06.9,
NGC 7463,,Galaxy,Pegasus,1.58,23 01 51.98,+15 58 54.7,13.19
NGC 7464,,Galaxy,Pegasus,0.52,23 01 53.70,+15 58 25.5,
NGC 7465,,Galaxy,Pegasus,1.06,23 02 00.97,+15 57 53.2,13.27
NGC 7466,,Galaxy,Pegasus,1.54,23 02 03.43,+27 03 09.5,14.42
NGC 7467,,Galaxy,Pegasus,0.81,23 02 27.48,+15 33 14.7,
NGC 7468,,Galaxy,Pegasus,0.82,23 02 59.26,+16 36 18.9,13.61
NGC 7469,,Galaxy,Pegasus,1.38,23 03 15.62,+08 52 26.4,12.59
NGC 7470,,Galaxy,Grus,1.55,23 05 14.06,-50 06 41.7,
NGC 7471,,Other,Aquarius,,23 03 53.82,-22 54 24.9,
NGC 7472,NGC 7482,Galaxy,Pisces,0.75,23 05 38.61,+03 03 33.3,
NGC 7473,,Galaxy,Pegasus,1.09,23 03 57.09,+30 09 36.5,
NGC 7474,,Galaxy,Pegasus,0.79,23 04 04.43,+20 04 01.9,
NGC 7475,,Galaxy Pair,Pegasus,1.30,23 04 10.90,+20 04 52.1,
NGC 7475 NED01,,Galaxy,Pegasus,1.41,23 04 10.25,+20 04 46.2,
NGC 7475 NED02,,Galaxy,Pegasus,0.45,23 04 11.63,+20 05 06.1,
NGC 7476,,Galaxy,Grus,1.33,23 05 11.87,-43 05 57.7,
NGC 7477,,Galaxy,Pisces,0.38,23 04 40.66,+03 07 04.8,
NGC 7478,,Galaxy,Pisces,0.43,23 04 56.61,+02 34 40.0,
NGC 7479,,Galaxy,Pegasus,3.65,23 04 56.65,+12 19 22.4,11.09
NGC 7480,,Galaxy,Pisces,1.32,23 05 13.62,+02 32 57.9,
NGC 7481,,Other,Aquarius,,23 05 51.62,-19 56 22.8,
NGC 7482,NGC 7472,Duplicate,Pisces,,23 05 38.61,+03 03 33.3,
NGC 7483,,Galaxy,Pisces,1.43,23 05 48.29,+03 32 42.4,
NGC 7484,,Galaxy,Sculptor,1.09,23 07 04.91,-36 16 31.3,
NGC 7485,,Galaxy,Pegasus,1.51,23 06 04.86,+34 06 27.7,
NGC 7486,,Other,Pegasus,,23 06 12.98,+34 06 05.4,
NGC 7487,NGC 7210,Galaxy,Pegasus,1.80,23 06 50.54,+28 10 44.5,
NGC 7488,,Galaxy,Pisces,0.62,23 07 48.95,+00 56 25.9,
NGC 7489,,Galaxy,Pegasus,1.22,23 07 32.71,+22 59 52.8,
NGC 7490,,Galaxy,Pegasus,1.81,23 07 25.17,+32 22 30.2,12.69
NGC 7491,,Galaxy,Aquarius,0.84,23 08 05.98,-05 58 00.0,
NGC 7492,,Globular Cluster,Aquarius,3.00,23 08 26.68,-15 36 41.3,10.48
NGC 7493,,*,Pisces,,23 08 31.63,+00 54 36.0,
NGC 7494,,Galaxy,Aquarius,0.87,23 08 58.58,-24 22 10.5,
NGC 7495,,Galaxy,Pegasus,1.61,23 08 57.18,+12 02 52.9,13.12
NGC 7496,,Galaxy,Grus,3.40,23 09 47.29,-43 25 40.6,12.73
NGC 7496A,,Galaxy,Grus,1.44,23 12 23.28,-43 46 41.5,
NGC 7497,,Galaxy,Pegasus,2.75,23 09 03.41,+18 10 37.9,12.28
NGC 7498,,Galaxy,Aquarius,0.95,23 09 56.20,-24 25 30.2,
NGC 7499,,Galaxy,Pisces,1.55,23 10 22.39,+07 34 50.4,12.98
NGC 7500,,Galaxy,Pegasus,1.51,23 10 29.81,+11 00 44.3,
NGC 7501,,Galaxy,Pisces,1.02,23 10 30.42,+07 35 20.5,13.47
NGC 7502,,Other,Aquarius,,23 10 19.79,-21 44 15.3,
NGC 7503,,Galaxy,Pisces,0.95,23 10 42.28,+07 34 03.7,13.49
NGC 7504,,*,Pegasus,,23 10 41.17,+14 23 10.7,
NGC 7505,,Galaxy,Pegasus,1.00,23 11 00.65,+13 37 53.6,
NGC 7506,,Galaxy,Pisces,1.25,23 11 40.98,-02 09 36.1,
NGC 7507,,Galaxy,Sculptor,3.33,23 12 07.59,-28 32 22.6,10.04
NGC 7508,,Galaxy,Pegasus,0.81,23 11 49.19,+12 56 25.5,
NGC 7509,,Galaxy,Pegasus,1.32,23 12 21.41,+14 36 33.7,16.47
NGC 7510,,Open Cluster,Cepheus,3.90,23 11 03.78,+60 34 15.2,7.90
NGC 7511,,Galaxy,Pegasus,1.01,23 12 26.29,+13 43 35.7,
NGC 7512,,Galaxy,Pegasus,1.90,23 12 20.93,+31 07 32.2,
NGC 7513,,Galaxy,Sculptor,3.19,23 13 14.03,-28 21 27.0,11.80
NGC 7514,,Galaxy,Pegasus,1.30,23 12 25.86,+34 52 53.4,13.15
NGC 7515,,Galaxy,Pegasus,1.65,23 12 48.67,+12 40 45.4,12.48
NGC 7516,,Galaxy,Pegasus,1.26,23 12 51.86,+20 14 54.3,
NGC 7517,,Galaxy,Pisces,0.57,23 13 13.83,-02 06 01.5,
NGC 7518,,Galaxy,Pisces,1.26,23 13 12.73,+06 19 18.0,13.49
NGC 7519,,Galaxy,Pegasus,1.11,23 13 11.24,+10 46 19.8,
NGC 7520,,Other,Aquarius,,23 13 44.88,-23 47 39.1,
NGC 7521,,Galaxy,Pisces,0.52,23 13 35.35,-01 43 53.4,
NGC 7522,,*,Aquarius,,23 15 36.40,-22 53 41.5,
NGC 7523,,Galaxy,Pegasus,1.32,23 13 34.72,+13 59 12.5,
NGC 7524,,Galaxy,Pisces,0.81,23 13 46.55,-01 43 48.3,
NGC 7525,,Galaxy Pair,Pegasus,0.90,23 13 40.36,+14 01 22.7,
NGC 7525 NED01,,Galaxy,Pegasus,0.12,23 13 40.27,+14 01 27.8,
NGC 7525 NED02,,Galaxy,Pegasus,0.79,23 13 40.50,+14 01 15.6,15.20
NGC 7526,,Other,Aquarius,,23 14 02.33,-09 13 17.9,
NGC 7527,,Galaxy,Pegasus,1.20,23 13 41.77,+24 54 08.2,
NGC 7528,,Galaxy,Pegasus,0.65,23 14 20.26,+10 13 53.2,
NGC 7529,,Galaxy,Pegasus,0.80,23 14 03.19,+08 59 33.0,14.14
NGC 7530,,Galaxy,Pisces,0.95,23 14 11.83,-02 46 45.6,
NGC 7531,,Galaxy,Grus,4.11,23 14 48.50,-43 35 59.8,11.25
NGC 7532,,Galaxy,Pisces,1.32,23 14 22.23,-02 43 41.5,
NGC 7533,,Galaxy,Pisces,0.66,23 14 22.08,-02 02 01.4,
NGC 7534,,Galaxy,Pisces,0.99,23 14 26.68,-02 41 53.7,
NGC 7535,,Galaxy,Pegasus,1.46,23 14 12.77,+13 34 54.8,13.70
NGC 7536,,Galaxy,Pegasus,1.59,23 14 13.18,+13 25 35.0,13.45
NGC 7537,,Galaxy,Pisces,1.84,23 14 34.50,+04 29 54.1,13.20
NGC 7538,,Cl+N Emission Nebula,Cepheus,8.00,23 13 38.63,+61 30 44.6,
NGC 7539,,Galaxy,Pegasus,1.16,23 14 29.44,+23 41 05.4,12.95
NGC 7540,,Galaxy,Pegasus,0.66,23 14 36.07,+15 57 01.1,
NGC 7541,NGC 7581,Galaxy,Pisces,3.03,23 14 43.89,+04 32 03.7,11.76
NGC 7542,,Galaxy,Pegasus,0.95,23 14 41.63,+10 38 35.7,
NGC 7543,,Galaxy,Pegasus,1.39,23 14 34.58,+28 19 38.0,
NGC 7544,,Galaxy,Pisces,0.75,23 14 56.98,-02 11 57.6,
NGC 7545,,Galaxy,Grus,1.28,23 15 32.10,-38 32 08.1,
NGC 7546,,Galaxy,Pisces,0.66,23 15 05.64,-02 19 29.1,
NGC 7547,,Galaxy,Pegasus,1.06,23 15 03.40,+18 58 24.4,
NGC 7548,,Galaxy,Pegasus,1.06,23 15 11.11,+25 16 55.0,
NGC 7549,,Galaxy,Pegasus,1.85,23 15 17.23,+19 02 30.1,
NGC 7550,,Galaxy,Pegasus,1.45,23 15 16.01,+18 57 42.5,
NGC 7551,,Galaxy,Pegasus,0.62,23 15 22.03,+15 56 27.6,
NGC 7552,IC 5294,Galaxy,Grus,3.88,23 16 10.76,-42 35 05.1,11.45
NGC 7553,,Galaxy,Pegasus,0.69,23 15 33.09,+19 02 53.4,
NGC 7554,,Galaxy,Pisces,0.98,23 15 41.34,-02 22 43.0,
NGC 7555,,Other,Pegasus,,23 15 30.85,+12 34 22.3,
NGC 7556,,Galaxy,Pisces,2.15,23 15 44.47,-02 22 53.4,
NGC 7556A,,Galaxy,Pisces,0.28,23 15 43.73,-02 23 08.0,
NGC 7557,,Galaxy,Pisces,0.68,23 15 39.77,+06 42 30.0,14.17
NGC 7558,,Galaxy,Pegasus,0.89,23 15 38.23,+18 55 10.9,
NGC 7559,,Galaxy Pair,Pegasus,1.50,23 15 46.30,+13 17 38.0,
NGC 7559A,,Galaxy,Pegasus,0.60,23 15 45.99,+13 17 49.0,
NGC 7559B,,Galaxy,Pegasus,1.29,23 15 46.56,+13 17 25.0,
NGC 7560,,**,Pisces,,23 15 53.76,+04 29 45.1,
NGC 7561,,*,Pisces,,23 15 57.42,+04 31 21.8,
NGC 7562,,Galaxy,Pisces,2.18,23 15 57.50,+06 41 15.1,11.55
NGC 7562A,,Galaxy,Pisces,1.32,23 16 01.46,+06 39 08.2,14.79
NGC 7563,,Galaxy,Pegasus,1.53,23 15 55.93,+13 11 46.0,12.83
NGC 7564,,*,Pisces,,23 16 01.19,+07 20 53.0,
NGC 7565,,Other,Pisces,,23 16 19.81,-00 03 31.0,
NGC 7566,,Galaxy,Pisces,1.58,23 16 37.43,-02 19 50.0,
NGC 7567,,Galaxy,Pegasus,0.91,23 16 10.28,+15 51 00.1,
NGC 7568,NGC 7574,Galaxy,Pegasus,0.90,23 16 24.87,+24 29 49.3,
NGC 7569,,Galaxy,Pegasus,0.96,23 16 44.55,+08 54 19.6,
NGC 7570,,Galaxy,Pegasus,1.58,23 16 44.67,+13 28 58.8,13.21
NGC 7571,NGC 7597,Galaxy,Pegasus,1.20,23 18 30.26,+18 41 19.5,
NGC 7572,,Galaxy,Pegasus,1.01,23 16 50.37,+18 28 59.4,14.02
NGC 7573,,Galaxy,Aquarius,1.24,23 16 26.35,-22 09 15.8,
NGC 7574,NGC 7568,Duplicate,Pegasus,,23 16 24.87,+24 29 49.3,
NGC 7575,,Galaxy,Pisces,0.77,23 17 20.87,+05 39 38.8,
NGC 7576,,Galaxy,Aquarius,1.00,23 17 22.74,-04 43 40.3,12.95
NGC 7577,,Galaxy,Pisces,0.38,23 17 17.10,+07 21 55.5,
NGC 7578,,Galaxy Pair,Pegasus,2.00,23 17 12.70,+18 42 16.0,
NGC 7578A,,Galaxy,Pegasus,0.69,23 17 11.94,+18 42 04.7,13.17
NGC 7578B,,Galaxy,Pegasus,1.74,23 17 13.56,+18 42 29.7,13.20
NGC 7579,,Galaxy,Pegasus,0.45,23 17 38.85,+09 25 59.9,
NGC 7580,,Galaxy,Pegasus,0.79,23 17 36.40,+14 00 04.3,13.67
NGC 7581,NGC 7541,Duplicate,Pisces,,23 14 43.89,+04 32 03.7,
NGC 7582,,Galaxy,Grus,6.95,23 18 23.50,-42 22 14.0,11.03
NGC 7583,NGC 7605,Galaxy,Pisces,0.91,23 17 52.77,+07 22 46.0,14.45
NGC 7584,,Galaxy,Pegasus,0.85,23 17 53.00,+09 26 00.0,
NGC 7585,,Galaxy,Aquarius,2.55,23 18 01.34,-04 39 01.1,11.52
NGC 7586,,Galaxy,Pegasus,0.63,23 17 55.60,+08 35 02.7,
NGC 7587,,Galaxy,Pegasus,1.12,23 17 59.13,+09 40 48.7,12.06
NGC 7588,,Galaxy,Pegasus,0.46,23 17 57.81,+18 45 07.8,15.00
NGC 7589,,Galaxy,Pisces,0.96,23 18 15.67,+00 15 40.2,17.01
NGC 7590,,Galaxy,Grus,3.03,23 18 54.81,-42 14 20.6,12.34
NGC 7591,,Galaxy,Pisces,1.61,23 18 16.28,+06 35 08.9,13.18
NGC 7592,,GTrpl,Aquarius,1.20,23 18 22.20,-04 25 01.0,
NGC 7592A,NGC 7592W,Galaxy,Aquarius,0.56,23 18 21.80,-04 24 56.7,13.56
NGC 7592B,NGC 7592E,Galaxy,Aquarius,0.87,23 18 22.59,-04 24 58.1,13.56
NGC 7592C,NGC 7592S,Galaxy,Aquarius,0.22,23 18 22.13,-04 25 08.0,
NGC 7593,,Galaxy,Pegasus,1.04,23 17 56.99,+11 20 57.0,13.48
NGC 7594,IC 1478,Galaxy,Pegasus,1.29,23 18 13.92,+10 17 53.9,13.76
NGC 7595,,Galaxy,Pegasus,0.70,23 18 30.23,+09 55 56.7,
NGC 7596,IC 1477,Galaxy,Aquarius,0.93,23 17 12.00,-06 54 43.2,
NGC 7597,NGC 7571,Duplicate,Pegasus,,23 18 30.26,+18 41 19.5,
NGC 7598,,Galaxy,Pegasus,0.30,23 18 33.27,+18 44 57.7,
NGC 7599,IC 5308,Galaxy,Grus,4.81,23 19 21.14,-42 15 24.6,11.35
NGC 7600,,Galaxy,Aquarius,2.09,23 18 53.86,-07 34 49.6,11.95
NGC 7601,,Galaxy,Pegasus,1.01,23 18 47.05,+09 14 01.0,13.98
NGC 7602,,Galaxy,Pegasus,0.62,23 18 43.53,+18 41 54.1,
NGC 7603,,Galaxy,Pisces,1.20,23 18 56.62,+00 14 38.2,14.01
NGC 7604,,Galaxy,Pisces,0.42,23 17 51.90,+07 25 47.6,
NGC 7605,NGC 7583,Duplicate,Pisces,,23 17 52.77,+07 22 46.0,
NGC 7606,,Galaxy,Aquarius,5.26,23 19 04.78,-08 29 06.3,11.00
NGC 7607,IC 1480,**,Pegasus,,23 18 59.24,+11 20 30.2,
NGC 7608,,Galaxy,Pegasus,1.43,23 19 15.33,+08 21 00.5,14.18
NGC 7609,,Galaxy Pair,Pegasus,1.10,23 19 30.50,+09 30 19.0,
NGC 7609 NED01,,Galaxy,Pegasus,1.17,23 19 30.05,+09 30 29.6,14.29
NGC 7609 NED02,,Galaxy,Pegasus,0.74,23 19 31.09,+09 30 10.7,16.14
NGC 7610,NGC 7616,Galaxy,Pegasus,2.17,23 19 41.37,+10 11 06.0,13.06
NGC 7611,,Galaxy,Pisces,1.70,23 19 36.60,+08 03 47.7,12.56
NGC 7612,,Galaxy,Pegasus,1.63,23 19 44.20,+08 34 35.0,12.79
NGC 7613,,Other,Pisces,,23 19 51.76,+00 11 55.9,
NGC 7614,,Other,Pisces,,23 19 51.76,+00 11 55.9,
NGC 7615,,Galaxy,Pegasus,0.83,23 19 54.44,+08 23 57.9,14.32
NGC 7616,NGC 7610,Duplicate,Pegasus,,23 19 41.37,+10 11 06.0,
NGC 7617,,Galaxy,Pisces,0.94,23 20 08.97,+08 09 56.8,13.88
NGC 7618,,Galaxy,Andromeda,1.23,23 19 47.22,+42 51 09.5,
NGC 7619,,Galaxy,Pegasus,2.53,23 20 14.53,+08 12 22.5,11.06
NGC 7620,,Galaxy,Pegasus,0.94,23 20 05.68,+24 13 16.1,13.38
NGC 7621,,Galaxy,Pegasus,0.68,23 20 24.62,+08 21 58.7,
NGC 7622,,Galaxy,Tucana,1.35,23 21 38.53,-62 07 03.9,
NGC 7623,,Galaxy,Pegasus,1.34,23 20 30.02,+08 23 44.9,12.82
NGC 7624,,Galaxy,Pegasus,1.30,23 20 22.61,+27 18 56.5,13.11
NGC 7625,,Galaxy,Pegasus,1.48,23 20 30.13,+17 13 32.0,12.20
NGC 7626,,Galaxy,Pegasus,2.50,23 20 42.55,+08 13 01.1,11.12
NGC 7627,NGC 7641,Galaxy,Pegasus,1.47,23 22 30.93,+11 53 33.2,
NGC 7628,,Galaxy,Pegasus,1.36,23 20 54.88,+25 53 54.8,
NGC 7629,,Galaxy,Pisces,0.94,23 21 19.37,+01 24 11.3,
NGC 7630,,Galaxy,Pegasus,0.89,23 21 16.31,+11 23 50.4,
NGC 7631,,Galaxy,Pegasus,1.86,23 21 26.67,+08 13 03.5,13.08
NGC 7632,IC 5313,Galaxy,Grus,2.56,23 22 00.90,-42 28 49.8,12.15
NGC 7633,,Galaxy,Indus,2.20,23 23 03.30,-67 39 13.4,12.67
NGC 7634,,Galaxy,Pegasus,1.21,23 21 41.76,+08 53 12.9,12.61
NGC 7635,,HII Emission Nebula,Cassiopeia,15.00,23 20 45.60,+61 12 44.5,
NGC 7636,,Galaxy,Sculptor,1.03,23 22 32.96,-29 16 50.5,
NGC 7637,,Galaxy,Octans,2.08,23 26 27.66,-81 54 41.7,
NGC 7638,IC 1483,Galaxy Pair,Pegasus,0.65,23 22 33.12,+11 19 43.7,
NGC 7639,IC 1485,Galaxy,Pegasus,0.74,23 22 48.23,+11 22 22.3,
NGC 7640,,Galaxy,Andromeda,8.09,23 22 06.58,+40 50 43.5,11.01
NGC 7641,NGC 7627,Duplicate,Pegasus,,23 22 30.93,+11 53 33.2,
NGC 7642,,Galaxy,Pisces,0.49,23 22 53.40,+01 26 34.0,
NGC 7643,NGC 7644,Galaxy,Pegasus,1.47,23 22 50.40,+11 59 19.8,13.21
NGC 7644,NGC 7643,Duplicate,Pegasus,,23 22 50.40,+11 59 19.8,
NGC 7645,,Galaxy,Sculptor,1.58,23 23 47.29,-29 23 16.9,
NGC 7646,IC 5318,Galaxy,Aquarius,0.97,23 24 06.96,-11 51 38.5,
NGC 7647,,Galaxy,Pegasus,1.81,23 23 57.43,+16 46 38.2,12.90
NGC 7648,IC 1486,Galaxy,Pegasus,1.56,23 23 54.02,+09 40 02.9,12.95
NGC 7649,IC 1487,Galaxy,Pegasus,1.63,23 24 20.09,+14 38 49.7,13.57
NGC 7650,,Galaxy,Tucana,1.44,23 25 21.45,-57 47 28.9,12.75
NGC 7651,,Galaxy Pair,Pegasus,1.10,23 24 25.80,+13 58 12.0,
NGC 7651 NED01,,Galaxy,Pegasus,1.26,23 24 25.97,+13 58 20.2,
NGC 7651 NED02,,Galaxy,Pegasus,0.48,23 24 25.67,+13 58 01.6,
NGC 7652,,Galaxy,Tucana,1.20,23 25 37.43,-57 53 14.6,
NGC 7653,,Galaxy,Pegasus,1.62,23 24 49.36,+15 16 32.1,12.74
NGC 7654,,Open Cluster,Cassiopeia,9.90,23 24 48.40,+61 35 35.4,6.90
NGC 7655,,Galaxy,Indus,0.76,23 26 45.94,-68 01 39.1,
NGC 7656,,Galaxy,Aquarius,0.97,23 24 31.41,-19 03 32.6,
NGC 7657,,Galaxy,Tucana,1.46,23 26 47.51,-57 48 20.7,
NGC 7658,,Galaxy Pair,Grus,1.50,23 26 24.70,-39 13 18.5,
NGC 7658A,,Galaxy,Grus,0.67,23 26 24.67,-39 12 57.5,
NGC 7658B,,Galaxy,Grus,1.00,23 26 24.85,-39 13 35.8,14.52
NGC 7659,,Galaxy,Pegasus,0.99,23 25 55.68,+14 12 35.4,
NGC 7660,,Galaxy,Pegasus,1.94,23 25 48.66,+27 01 47.6,12.65
NGC 7661,,Galaxy,Tucana,1.84,23 27 14.29,-65 16 13.5,
NGC 7662,,Planetary Nebula,Andromeda,0.28,23 25 53.90,+42 32 05.8,8.30
NGC 7663,,Galaxy,Aquarius,0.39,23 26 45.22,-04 58 00.0,
NGC 7664,,Galaxy,Pegasus,1.52,23 26 39.76,+25 04 48.5,12.70
NGC 7665,,Galaxy,Aquarius,0.76,23 27 14.80,-09 23 13.2,
NGC 7666,,Other,Aquarius,,23 27 24.51,-04 11 10.7,
NGC 7667,,Galaxy,Pisces,1.05,23 24 23.10,-00 06 29.0,14.58
NGC 7668,,Other,Pisces,,23 27 21.82,-00 11 28.7,
NGC 7669,,Other,Pisces,,23 27 21.82,-00 11 28.7,
NGC 7670,,Other,Pisces,,23 27 21.82,-00 11 28.7,
NGC 7671,,Galaxy,Pegasus,1.39,23 27 19.34,+12 28 02.7,12.79
NGC 7672,,Galaxy,Pegasus,0.85,23 27 31.44,+12 23 06.7,14.02
NGC 7673,,Galaxy,Pegasus,1.04,23 27 41.02,+23 35 20.5,12.79
NGC 7674,,Galaxy,Pegasus,1.12,23 27 56.72,+08 46 44.5,14.19
NGC 7675,,Galaxy,Pegasus,0.75,23 28 05.92,+08 46 06.9,14.68
NGC 7676,,Galaxy,Tucana,2.07,23 29 01.72,-59 43 00.0,13.48
NGC 7677,,Galaxy,Pegasus,1.13,23 28 06.12,+23 31 53.0,13.19
NGC 7678,,Galaxy,Pegasus,2.00,23 28 27.90,+22 25 16.3,12.14
NGC 7679,,Galaxy,Pisces,1.23,23 28 46.70,+03 30 41.3,13.16
NGC 7680,,Galaxy,Pegasus,1.67,23 28 35.10,+32 24 56.6,12.54
NGC 7681,,Galaxy,Pegasus,1.44,23 28 54.89,+17 18 34.7,14.68
NGC 7682,,Galaxy,Pisces,1.15,23 29 03.93,+03 32 00.0,13.94
